S/K,Maturity,Volatility,Rate,Labels
1.022128764396748,0.20400356949253368,0.15315192170013495,0.08890479831064989,5.208143897097457
0.9867752343529876,0.8980834501250665,0.08234175626216614,0.05304023965610903,4.997979121588507
1.0110500076320939,0.24354678099695634,0.8777114401517919,0.043610792838801045,18.132524858644572
0.9864721012861879,0.4305869930285942,0.2905647154873284,0.07107337797194879,8.350680097865514
1.0132817820642734,1.0013551477620863,0.38036840066131156,0.038891268684152755,17.506134558366014
1.0083955529897246,0.8773468577454346,0.08204723698984139,0.04780814686261815,6.093263389690094
1.0181247761073902,0.9984227697991501,0.14606769142477935,0.022095758029248635,7.951952063471182
0.990017319066161,0.8847405056385103,0.8633123195528803,0.05642954227655843,32.36704553911254
1.0094647110892883,0.32403499036072747,0.9129494219725198,0.09607078714285547,22.23129378223674
0.9916300494932485,0.7853696849971108,0.07761871180367881,0.03538292703317365,3.7199158325943458
1.027855868335437,0.9008760687931263,0.832529366442426,0.02496691331336683,32.55015384761883
1.0107902531738622,0.6810185712801529,0.551178279299521,0.03593040201397251,19.534835019432244
1.0152897944821686,0.47779012849770003,0.07674746003526504,0.04455277478790687,4.442066865598392
1.004361250047183,1.0707493953109348,0.9080981767556938,0.034875693895546504,37.22203707643486
0.9966686595491427,0.847403443109072,0.11199729356174822,0.027808671908930504,5.174052078388655
0.9972638050119155,0.2942011776505477,0.5589714667043049,0.05084479800090351,12.627493867945212
1.0177583994126014,0.24777534862394368,0.03643034711819769,0.022558538669924452,2.402056169078321
1.0048053634129797,0.4268474744481108,0.34226825163424734,0.06932596778428747,10.432977002075873
0.9944569318018693,0.4870960913330257,0.6168561660039938,0.09973387394059818,18.675625590896033
1.011532565358968,0.9753060806160276,0.5596464679850228,0.0767441971594088,25.43772914644483
1.001451556268178,0.504134036155861,0.02195537426155019,0.0783668476175135,4.036546159963493
0.9905394993651294,0.8350146357260761,0.23365647882127832,0.08457003744448055,11.491920221385826
1.0017340472668455,0.9871157281598038,0.5328565746666756,0.06114907046689341,23.49113143728197
0.9788330170376759,0.530997166247698,0.8962923742850818,0.040727055580751875,25.151563182205457
1.0006596948366497,1.0460104423874876,0.7195326002085266,0.040313440003387796,29.961735607215424
0.9761880161244948,0.39554817853434404,0.13729608989035114,0.06197913448581359,3.430760809382079
0.9975605236168866,0.40438083333298297,0.452854356718877,0.09080143528343945,12.9891099242531
0.9912432798268848,0.9339993339115338,0.22454883381059904,0.03239719947345422,9.594087716021079
0.9706535850871939,0.5220226444934959,0.376983371815135,0.06643670800006114,10.961761928720314
1.0138266822468656,0.8975907401438095,0.6238796181404278,0.03126690477036289,25.056058697310426
1.0002972532417274,1.0063981564330675,0.27825878987130725,0.06381545880758979,14.248840739004997
0.997947822862904,0.37779249959258143,0.11767103322449005,0.03321929889312704,3.445175029209558
1.0133167569436472,0.5314702634339548,0.1391749484890395,0.09294201586568672,7.8421863671731415
0.9888782532480522,0.29699979020484657,0.4536391040854013,0.03182309785698782,9.760754861118869
1.0092866872901853,0.392779322951039,0.8742190886185561,0.04769931204519509,22.638837523584648
0.9704265525474799,0.4140311275738022,0.08530640979252321,0.057951963260489764,1.875212585404789
1.003373425099617,0.49741687996587913,0.9768041266262282,0.03586786869252287,27.65084737335701
1.0044921802428866,0.48259635483205543,0.16305113164308319,0.08120962207848509,6.904108416121176
1.0116314363260075,0.7270321465364944,0.5297155194720279,0.0952548014207347,21.420103695403974
0.956331198222291,0.6155831889583576,0.8235408182396105,0.0897163332583437,25.03896663015263
1.0142832540919762,0.5639446290325072,0.2829914050525737,0.07991239541837582,11.560349971005849
1.0059628743627864,0.9727277811361241,0.19853572565377864,0.026037117494661432,9.330587759859988
0.9918654016212368,0.45197079735842854,0.34974811334444095,0.0679281019710934,10.320901142665349
1.0229563638123278,0.4883436456900488,0.06538560310191968,0.07347606290900813,5.983595339566548
0.9875256084055509,0.603668925470783,0.8221585147205119,0.09514934365369918,26.79605190650024
0.9869426714478701,0.4957857243641388,0.2851411605093197,0.035853330636366185,8.17882068912725
1.0123640465680184,0.4184706268461421,0.9426642248679906,0.03827628839969047,25.365765435829374
0.9983398239866367,0.5387259910960349,0.21135863754153142,0.09257257855847593,8.706591174738861
1.011825246209894,0.8050272012851611,0.36719323044604296,0.07555332499250558,16.672925220486817
0.9732700076567076,0.6097511533801039,0.48401195390065344,0.03401901364509391,14.632272647709549
0.9964795813134535,0.7375850132634261,0.22024948270428413,0.06396588038965716,9.665350995943136
1.0055244963995387,0.4154178649590472,0.23307492099432642,0.04688213987148647,7.290579683293778
0.9990523398246626,0.49924917636688504,0.7899477013238091,0.020406632293777784,22.287209645272334
0.9879959799777674,0.6242742602531659,0.626938741631171,0.08059154599602161,21.019741580926983
1.0218091716037854,0.9273289856185598,0.789048675614008,0.0902317486640523,33.6331549533043
1.0069293278959657,0.4896054933252595,0.08326529127824216,0.03219188396441939,3.6215666572761265
1.022474290028526,0.4561443623709834,0.4185884231759793,0.06692529828515827,14.003603153847195
0.9850314409206997,0.7634869920280936,0.7622274703568325,0.07820334055568226,27.563150698948725
0.9875727701653517,0.9700589969656173,0.4475861896311797,0.0924615266232979,20.250768138393212
1.0213264126156498,1.09149287280427,0.9671824669268162,0.08381368603533122,42.35784581080165
0.9826650609347395,0.36881868839203097,0.9800599431925204,0.06429227875053567,23.515550553505427
0.9774101294608483,1.0904500622513977,0.5516763562056282,0.04876148515628828,23.71381116165768
0.9897655414736849,0.45090686784112954,0.9599737292762712,0.037571419555936764,25.577995182151042
0.996391441604494,0.4264463469114433,0.9889125091611497,0.04138707192268968,25.755484373323156
1.0010290557837744,0.5900123782668515,0.5936031956021074,0.07717728202770248,19.967173272352284
1.0050387098308526,0.9951855355647905,0.1901547629020503,0.026764815976776078,9.072324146896776
0.9936489445329286,0.5079631518031267,0.9480847607110029,0.03568009278398991,26.84833693709941
1.000539232169967,0.6479180213856404,0.4072844247295551,0.08148024294174086,15.356062346952633
1.0010913017038823,0.5961527392705741,0.7961579459897447,0.03415104529595249,25.239514134799535
1.0225018065385343,0.42954407863204724,0.591257098980902,0.05039952345024266,17.290461092912246
1.0203311027598077,0.34221320395846927,0.2180389577943839,0.0812790567637457,7.799411115528848
1.017694799557439,0.3460252876380971,0.22848781491377662,0.035896949791522276,6.9933828365661626
0.9642047271636719,0.5760466482441297,0.40801680557913306,0.09176685432603102,12.717138901622526
1.015592944894291,0.33023764031292013,0.11728609856588001,0.04487325603996857,4.417697782063314
0.9914837406549668,0.7398678606488727,0.6661850613286442,0.026948043206530877,23.190467256338536
1.023058156644576,0.9231078118578318,0.7587909746073146,0.027338171825405135,30.33595585901255
0.9989462113045078,0.33239243945136276,0.09757898144668331,0.07891858390547635,3.6650638635966857
1.022419421121951,0.4755433001556369,0.6948127211505255,0.04305903655372962,21.088716203283063
1.0305983107136627,0.28594092061659265,0.6031740143109001,0.08364693848074609,15.745980287250347
1.013439001074866,0.4362151013877384,0.9307606875715009,0.05080928563586115,25.548023996834154
0.9790862238447746,0.6455534662178886,0.4298608813532291,0.07882009587946855,14.910894415137918
0.9983883211801576,0.40135571139617987,0.04828309995991693,0.07056969031609066,2.9732233784519906
0.9842188371955567,0.6374380040320491,0.616411945486336,0.0349070256412616,19.7059218517282
1.0242875933641786,0.43353723668483846,0.7927165610154672,0.056824072334413805,22.76706223622473
0.9871953519052789,0.8169208246539681,0.3631954454783771,0.03348135085133843,13.643527942356059
1.030139345484953,0.37653372327358836,0.5412246417222049,0.04147579333684621,15.513869982539624
0.9908772290035914,0.7293359358092726,0.07348147191608771,0.09266937385378043,6.2406714199233875
0.9959733637403027,0.7195427527498786,0.07434810657606716,0.0979324836135001,6.888433902768284
1.0080886048173319,0.9299091060501372,0.019955000273234873,0.09422324769204399,9.107639723829962
1.0297864049894883,0.3464690370740005,0.4204319201623358,0.09356394234762876,13.140758791669441
1.0082516828765153,1.0245910820105513,0.4627047341082969,0.02238814668609825,20.267311385533823
1.006264618418705,0.8638835003255938,0.3149464588361731,0.09220317732569774,15.747314923525643
1.0094862725725755,0.29254105724481416,0.9627653431040772,0.054371402447627656,21.773594115561025
1.0170699913591406,0.8865980577514472,0.6869763417582678,0.060584012397826556,27.890933180798683
1.0104180055498933,0.9371787632078752,0.15022160566683157,0.03984973135902764,8.286010272748307
0.9977257409802459,0.7285257264017744,0.30020767452510805,0.07934933300700911,12.87208624908832
1.0107362922130703,0.6138023976194424,0.052462154399842885,0.052254361520725545,4.557386575105767
1.0102948854585434,0.8520910004355278,0.20321992192543253,0.09794692799646931,12.312699288892624
0.9966827539552436,0.42776682160659074,0.46887488551089695,0.02544241294675544,12.53640210405856
1.0032986327166975,1.0743159387421704,0.46460759718081535,0.026027249334995766,20.394763785966525
0.9931521124719872,0.8548519799910665,0.0463234774665955,0.03618365761227946,3.1446377506436534
1.0116790886943006,1.0182205143873364,0.16979600373301584,0.08336852896472942,12.222726187290121
0.9658948154016301,0.9109028889115358,0.6017263173601834,0.024387536421231638,21.834343862042253
0.9918881876788339,0.5667873189427725,0.476282261929755,0.04995633505791458,15.034084736819828
0.9802521512091897,0.2648906865298818,0.6261408040880826,0.024870124271239788,12.040544785934294
0.9882358046289845,0.555703352211756,0.561130400383573,0.06632504291175137,17.523480351355694
1.0096534205963845,0.9216928262400297,0.5386510708716549,0.0707542742734103,23.466649843347156
0.9807358625973706,0.25888799193425893,0.12287763522993954,0.04060938589406793,2.0583476063957917
0.9802085642836159,0.7062455904659926,0.43759897735164477,0.07338690679302678,15.778430853872699
0.9696661668146588,0.7979207959407255,0.49866300372551126,0.06143575908700971,17.88673804386587
0.9963707703511907,0.6670745043859265,0.4353028882870672,0.026076472731395565,14.751322601704913
0.991319134330008,0.6884057253988389,0.9483850971442147,0.028259383490776398,30.807027964407325
