S/K,Maturity,Volatility,Rate,Labels,Prices,Strikes,Weight_0,Weight_1,Weight_2
0.5092727351003796,0.31258117316041917,0.16861946903778627,0.08317916476012997,5.552493638878278e-12,103.23602432651414,202.71264729333274,0.3359951730934484,0.3280867163973631,0.33591811050918857
0.5041862038841544,1.00528339631761,0.31742010787643243,0.0253467507787542,0.30926717030337736,100.95701430126117,200.2375581154494,0.4011642616993664,0.18191150828619007,0.4169242300144434
0.5087994258120643,0.5980333055597046,0.7705656446556539,0.058625958818795856,5.76596473230255,100.31221133267381,197.15472589728557,0.3291655785464615,0.561500225979459,0.1093341954740795
0.5046255815820823,1.055192774864175,0.7964201885625133,0.08323970751463285,14.432661780559602,100.92976611438898,200.00921435246693,0.29694686907767043,0.34513609433218106,0.3579170365901485
0.4959544389103747,0.4066263672476087,0.9533256813001452,0.05194102297018842,5.429775731462769,99.13382409260595,199.8849416700567,0.0691236879130584,0.4621366163164969,0.4687396957704447
0.49585114268248054,0.4800851659429949,0.8114305084271896,0.08247962056827418,4.4840099715723,100.07963627782348,201.83403377152186,0.3193318751361692,0.4728294873630709,0.20783863750075998
0.5005867488388468,0.859470902830781,0.34572188944933174,0.02428837710079379,0.29205773154265513,100.0388784602374,199.84324134085855,0.570466377563123,0.16842197975754136,0.2611116426793356
0.5028440465267758,0.41536649987769153,0.3800170704034175,0.06540467572949969,0.03649437113601156,100.37424804843808,199.61307833261435,0.4309624013405289,0.36807543714267765,0.2009621615167935
0.5019432261855704,0.7008056775881635,0.5236618967982803,0.02531558414608587,1.6431255898976511,100.07257714508712,199.37031107197348,0.20028224069122944,0.705775122814009,0.09394263649476155
0.5003375618506887,0.5062426899299501,0.021207923209023597,0.03139743973804567,0.0,100.89389964734055,201.65165947994413,0.11869753737396935,0.18556343169538428,0.6957390309306464
0.49961762963214135,0.7321795286987105,0.29121922026088554,0.08429888191934719,0.06039995635931583,99.57419424768074,199.30080193726403,0.2401425419334904,0.38103768331730703,0.37881977474920253
0.5014047493726684,0.6735490725846425,0.994795450858615,0.06287782596935829,13.109366973278071,100.32373892926866,200.08533835147853,0.17176131552296034,0.2794450874357046,0.548793597041335
0.49717541169875457,0.3844352602279162,0.265181317558833,0.024850797085788568,6.948354774506064e-05,100.1532533172032,201.44450220295172,0.5667234056971506,0.28326868083511314,0.15000791346773623
0.49113872873177,0.8616145622880755,0.9087630821935565,0.025508344714780737,13.05032712957485,99.02533023377764,201.6239494887385,0.5863415371451991,0.18299835228747968,0.23066011056732108
0.5083857812007093,0.7856367165290561,0.6472787379890127,0.0858002542081643,5.693751097865597,101.59171857909935,199.83194325214853,0.008828769734572037,0.6696841016040583,0.32148712866136975
0.5010078211387077,0.417790141808308,0.2652526038406767,0.025509827478703943,0.00019791035917621647,100.55181877828042,200.6990999656309,0.4038040018003013,0.28711050320768267,0.309085494992016
0.49642484677037896,0.8490327870099552,0.8331957782665613,0.0588707017039832,11.17374818309171,99.40028900769552,200.2323003257592,0.09213957959654094,0.34814511222197203,0.5597153081814871
0.5165840656420037,0.36096895810903884,0.20613040047505848,0.0863413900873455,5.957461779291005e-07,102.34271872890272,198.114354537267,0.31325055427711684,0.15279394946914107,0.5339554962537421
0.5035787521667745,0.5183357223832947,0.6345202138772651,0.07698030428691886,2.212758063908785,100.55260214649091,199.67602229807753,0.3526710329678427,0.2869990286388123,0.360329938393345
0.4915665517330799,0.4314743351531861,0.9076507623181237,0.09128535243460584,5.219369330261525,98.7306403883601,200.84897973686935,0.29625794600231287,0.172385497502751,0.5313565564949361
0.5057908831774397,0.8183659841049857,0.4317043986142957,0.044835361089647766,1.1048784943103334,101.0666090234892,199.81896152136335,0.43644399238629156,0.14141824908573347,0.42213775852797497
0.5066121644486973,0.6221233322123254,0.1572389595414977,0.069067185353623,4.3785579699279697e-07,100.91503589083617,199.19584047227406,0.5058197312347346,0.3454560699074332,0.14872419885783217
0.49738397159746256,0.9370557721085493,0.9476503334228443,0.0792821473726043,17.52145080649258,100.36379908441062,201.7833400663662,0.3766142266847344,0.28661269811178774,0.336773075203478
0.49659454174903334,1.042312771375585,0.38153663652229014,0.08011665330945993,1.254906553148925,99.14183880801244,199.64343236401555,0.12918506365497426,0.37540736187432855,0.4954075744706972
0.5013121997037829,0.20688603070754666,0.9770931982386867,0.09494413633440671,1.750082618440036,99.96218888623525,199.4010697232209,0.24065372893948353,0.40438463395014385,0.3549616371103726
0.5015751211254759,0.403192943005801,0.04350924324465814,0.037210883718792484,6.125461797385764e-133,100.0242665602871,199.42031083169428,0.4114582389563108,0.22637253914744185,0.36216922189624734
0.49747964878602075,1.097473727772111,0.7210137626632577,0.05304747243283338,10.97631164325201,99.65496392098048,200.31967973798407,0.19972215273664834,0.34848355126008207,0.4517942960032696
0.4913672567115476,0.8209579856955629,0.7706702878550369,0.022872263554402385,7.935868256424616,98.54914339457045,200.5610712730555,0.6221160693311752,0.22750463579863403,0.15037929487019075
0.4993160422398415,0.6739512498512289,0.5039266805034337,0.036270474171484976,1.2624610726767171,99.97486230108429,200.2236135907333,0.2723357014125026,0.22456010639105453,0.5031041921964429
0.4890471008722549,0.5975375298433827,0.5399359873680183,0.056195237934022896,1.2248850532506346,98.76883771987809,201.9618101072799,0.23105421033694215,0.5680909627921057,0.2008548268709521
0.4982419211170625,0.6884997109839344,0.3127404083707592,0.03182919252278578,0.0522922922001704,99.00341515001291,198.7055102229183,0.5019179714025258,0.2827118208668647,0.21537020773060958
0.49719450597581843,0.2723019563367326,0.5206217494126161,0.0833347281893115,0.07812867141208979,99.54336739996498,200.2101113418304,0.45694247677045685,0.43435877403355766,0.10869874919598549
0.5004525540603562,1.0325157545156027,0.9431263965635011,0.06273451775911074,18.96595823681591,99.92134272758037,199.66196978491098,0.41543016754253276,0.5707840829553756,0.013785749502091639
0.49743484066100935,1.076912065077901,0.22466876407965877,0.05511510925168947,0.029505485701597,99.64863616146688,200.3250034296958,0.22595643263406687,0.2236063264393257,0.5504372409266074
0.5112434058661853,0.752167933035357,0.18222466459940886,0.04651656375220296,0.00014000085718746938,100.56910628934007,196.71472557958703,0.15158028414355013,0.5631567942856799,0.28526292157076993
0.4968508289374514,0.7109983741331167,0.6461941768713245,0.07536282208149829,4.195696617294157,98.8744752406906,199.00233527262145,0.2139510181785459,0.26077064785527376,0.5252783339661803
0.5024962313085726,0.46453154271604463,0.9926905363300271,0.08116059493898498,8.147797041535895,100.59770040072029,200.19593010429028,0.2789642588883987,0.03440029115798106,0.6866354499536202
0.5051151722057254,1.0523804538183383,0.8942667690436114,0.05054918147416809,17.486709362741404,100.93162553710478,199.81903354112066,0.23806860372639704,0.4734397452325407,0.2884916510410623
0.4951069527093762,0.891611121444065,0.36072111989852446,0.0452200007615121,0.4546970104147854,98.77725772939186,199.50690893927583,0.23539577765352315,0.570766765707599,0.19383745663887786
0.49472216020559334,0.8161985344464324,0.036939578552742006,0.07004088005622575,1.4620422567456457e-84,98.34165944229605,198.78159369579862,0.22870672294366562,0.6767631188813908,0.09453015817494374
0.5010612850048208,0.5124148074872212,0.398674583587003,0.05693495821356877,0.1371796217076091,100.58421347481476,200.74233728484333,0.6230987893068026,0.15479070155117367,0.2221105091420237
0.49557369699968995,0.9511474180235455,0.7857173930903449,0.04926480743748064,10.978769075847293,99.01004841086645,199.78874789016172,0.45121257431757794,0.1260535373223904,0.4227338883600316
